sentiment,text,original_text,cleaned_text,korean_translation
0,REALLY WISHIN i was in Cali.  1. For Taco Shop in* San Diego (YUM!) and 2. For the Jay-Z/Eminem show in* LA. (Sighh),REALLY WISHIN i was in Cali.  1. For Taco Shop in* San Diego (YUM!) and 2. For the Jay-Z/Eminem show in* LA. (Sighh),REALLY WISHIN i was in Cali 1 For Taco Shop in San Diego YUM and 2 For the Jay Z Eminem show in LA Sighh,정말 기원합니다. 나는 샌디에고 yum의 타코 상점에 Cali 1에 있었고 La Sighh의 Jay Z Eminem Show의 경우 2
0,"getting the donut off the ride today! laughed so hard w/ breezy last nite during wipeout, think I pulled somethin  need 3 Help desk peeps!","getting the donut off the ride today! laughed so hard w/ breezy last nite during wipeout, think I pulled somethin  need 3 Help desk peeps!",getting the donut off the ride today laughed so hard w breezy last nite during wipeout think I pulled somethin need 3 Help desk peeps,오늘 도넛을 타고 타는 데 너무 열심히 웃었습니다.
0,feels sad  only one person can make her feel better xxx,feels sad  only one person can make her feel better xxx,feels sad only one person can make her feel better xxx,슬퍼하는 느낌
1,Morning all  Up and at the washing machine already!! Going to mum and dads house to get the house ready for wedding day...busy busy busy,Morning all  Up and at the washing machine already!! Going to mum and dads house to get the house ready for wedding day...busy busy busy,Morning all Up and at the washing machine already Going to mum and dads house to get the house ready for wedding day busy busy busy,아침 모든 아침과 세탁기에서 이미 엄마와 아빠 집에 가서 집을 결혼식 날 준비하기 위해 바쁜 하루를 바쁘다 바쁘다
0,@Jstarrrrr im sad i wont be able to partake in all the late night drunkness that is bound to happen this weekend ,@Jstarrrrr im sad i wont be able to partake in all the late night drunkness that is bound to happen this weekend ,im sad i wont be able to partake in all the late night drunkness that is bound to happen this weekend,Im 슬프다
0,Finally convinced him to go see some Peaches tomorrow night but it's sold out ,Finally convinced him to go see some Peaches tomorrow night but it's sold out ,Finally convinced him to go see some Peaches tomorrow night but it s sold out,마침내 내일 밤에 몇 가지 복숭아를 보러 가도록 설득했지만 매진되었습니다.
0,feels sick.. i hope i dont have some type of swine flu! ,feels sick.. i hope i dont have some type of swine flu! ,feels sick i hope i dont have some type of swine flu,아프지 않아서 돼지 독감이 없으면
1,"lazyness on a sunday? oh, yeah! see y'all l8r ","lazyness on a sunday? oh, yeah! see y'all l8r ",lazyness on a sunday oh yeah see y all l8r,일요일에 게으르기
1,Its official.  steph penny can sing!  nicely. ,Its official.  steph penny can sing!  nicely. ,Its official steph penny can sing nicely,공식 Steph Penny는 잘 노래 할 수 있습니다
1,I will try to remember to Twitter from the George Strait concert ,I will try to remember to Twitter from the George Strait concert ,I will try to remember to Twitter from the George Strait concert,조지 해협 콘서트에서 트위터를 기억하려고 노력할 것입니다.
1,going to take some photo and ride my whole new bike~~ ,going to take some photo and ride my whole new bike~~ ,going to take some photo and ride my whole new bike,사진을 찍고 완전히 새 자전거를 타려고
0,Back at work ,Back at work ,Back at work,직장에서 돌아 왔습니다
1,"Hai, anyone wanna hang? ","Hai, anyone wanna hang? ",Hai anyone wanna hang,하이 누구든지 교수형
0,headd acheee ,headd acheee ,headd acheee,머리가 아프다
1,I have got to bid ou all goodnight tweeps. Need to spend more QTwith @Mike103g the miniscule before he leaves for the week ,I have got to bid ou all goodnight tweeps. Need to spend more QTwith @Mike103g the miniscule before he leaves for the week ,I have got to bid ou all goodnight tweeps Need to spend more QTwith the miniscule before he leaves for the week,나는 goodnight tweeps가 일주일 동안 떠나기 전에 작은 QT와 함께 더 많은 QT를 쓸 필요가 있습니다.
1,@itoinkyou I just mailed my application ,@itoinkyou I just mailed my application ,I just mailed my application,방금 신청서를 우송했습니다
0,i'm feeling soooo much better yes! ahhh bored though waitin for the boo to text me ,i'm feeling soooo much better yes! ahhh bored though waitin for the boo to text me ,i m feeling soooo much better yes ahhh bored though waitin for the boo to text me,나는 너무 나아졌다
0,My STEP employment at the VA counts for nothing in their system. I'm not status'd ,My STEP employment at the VA counts for nothing in their system. I'm not status'd ,My STEP employment at the VA counts for nothing in their system I m not status d,VA에서의 나의 계단 고용은 그들의 시스템에서 아무것도 아닌 것에 대해 아무것도 카운트합니다.
1,i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! ,i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! ,i can t believe this is all part of my detox it is because i was so fine and now i m talking all core wounds oh my god jesus help me,나는 이것이 나의 해독의 모든 부분이라고 믿을 수 없다. 나는 너무 괜찮 았기 때문에 지금은 모든 핵심 상처를 말하고 있기 때문이다. 오 나의 신 예수는 나를 도와주세요.
0,@QuEeN_AnGeL84 Awww i hope you feel better love...this weather is crazy...  ,@QuEeN_AnGeL84 Awww i hope you feel better love...this weather is crazy...  ,Awww i hope you feel better love this weather is crazy,awww 난 당신이 더 나은 느낌 이길 바래이 날씨는 미쳤어
0,"is trying to study for exams, but my eyes keep dosing off. imma fail! ","is trying to study for exams, but my eyes keep dosing off. imma fail! ",is trying to study for exams but my eyes keep dosing off imma fail,시험을 위해 공부하려고하지만 내 눈은 계속 Imma 실패
1,"@Young_SoulBlade hey, wassup? ","@Young_SoulBlade hey, wassup? ",hey wassup,이봐 Wassup
0,Is wishing she had enough money to travel with her best friend in Europe ,Is wishing she had enough money to travel with her best friend in Europe ,Is wishing she had enough money to travel with her best friend in Europe,유럽에서 가장 친한 친구와 여행하기에 충분한 돈이 있었으면 좋겠다.
0,@Teanah Jesus god no. It was awwwfulllll. ,@Teanah Jesus god no. It was awwwfulllll. ,Jesus god no It was awwwfulllll,예수 신 아니오는 awwwfulllll이었다
0,"@meiii_ His manbits are *ahem* swollen. They think it's fluid, not a big deal but may mean that he needs surgery to correct it ","@meiii_ His manbits are *ahem* swollen. They think it's fluid, not a big deal but may mean that he needs surgery to correct it ",His manbits are ahem swollen They think it s fluid not a big deal but may mean that he needs surgery to correct it,그의 맨 비트는 ahem 부어 오른 것입니다.
1,@Remy_Foster LOL I'm in your favourites 3 times!!! ,@Remy_Foster LOL I'm in your favourites 3 times!!! ,LOL I m in your favourites 3 times,lol 나는 당신의 즐겨 찾기에서 3 번
1,"@Destini41 Have a safe trip, Desti, and have lots of fun!!! Hope you can tweet us a lot  And give @crystalchappell 4700 kisses from us","@Destini41 Have a safe trip, Desti, and have lots of fun!!! Hope you can tweet us a lot  And give @crystalchappell 4700 kisses from us",Have a safe trip Desti and have lots of fun Hope you can tweet us a lot And give 4700 kisses from us,안전한 여행을하고 많은 재미를 가지고 즐거운 시간을 보내십시오. 당신이 우리에게 많이 트윗하고 우리에게 4700 개의 키스를 줄 수 있기를 바랍니다.
1,@ryanstar http://twitpic.com/6ub7v - Great view ,@ryanstar http://twitpic.com/6ub7v - Great view ,Great view,멋진 전망
1,mmm taco doritos=heaven in my mouth ,mmm taco doritos=heaven in my mouth ,mmm taco doritos heaven in my mouth,음 타코 도리 토스 천국 내 입안
0,@tierra_Leone yo word lmao smh I got a few ,@tierra_Leone yo word lmao smh I got a few ,yo word lmao smh I got a few,yo Word lmao smh 몇 가지를 얻었습니다
1,"MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3","MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3",MTV Movie Awards yesterday congrats Robert Kristen Miley and the Twilight s makers lt 3,어제 MTV 영화 상을 축하합니다 Robert Kristen Miley와 Twilight S Makers LT 3
0,@CallyGage can you believe that only a week ago today we were blagging that boat party? Good times ,@CallyGage can you believe that only a week ago today we were blagging that boat party? Good times ,can you believe that only a week ago today we were blagging that boat party Good times,일주일 전에 오늘 우리는 그 보트 파티 좋은 시간을 맹세하고 있다고 믿을 수 있습니까?
1,kgs_official@mrsstudmuffin aww thank you  U rock too! xo,kgs_official@mrsstudmuffin aww thank you  U rock too! xo,kgs_official aww thank you U rock too xo,KGS_OFFICIAL AWW 감사합니다
1,@cocababy202 hahaha it washed all the sick off of me. ,@cocababy202 hahaha it washed all the sick off of me. ,hahaha it washed all the sick off of me,하하하는 모든 병을 씻었습니다
0,"You can't break stand in a BMW, oops. Learned that the haed way ","You can't break stand in a BMW, oops. Learned that the haed way ",You can t break stand in a BMW oops Learned that the haed way,당신은 BMW에 서있을 수 있습니다. 죄송합니다.
1,"For all you WAH types BBC2 is showing Tron it just started 11am, go and Sky+ it for later to educate the kids ","For all you WAH types BBC2 is showing Tron it just started 11am, go and Sky+ it for later to educate the kids ",For all you WAH types BBC2 is showing Tron it just started 11am go and Sky it for later to educate the kids,당신이 모든 wah 유형에 대해 bbc2는 tron을 보여주고 있습니다.
0,@officialTila your welcome!!!! Thank you for tweeting me back...oh wait you didn't..... ,@officialTila your welcome!!!! Thank you for tweeting me back...oh wait you didn't..... ,your welcome Thank you for tweeting me back oh wait you didn t,환영합니다. 다시 트윗 해주셔서 감사합니다. 오 잠깐만
0,@mesteras guess I can't ask you to help me find blue contacts then ,@mesteras guess I can't ask you to help me find blue contacts then ,guess I can t ask you to help me find blue contacts then,내가 파란색 연락처를 찾도록 도와달라고 부탁 할 수있을 것 같아요
1,@SenseiRAM We missed you ,@SenseiRAM We missed you ,We missed you,우리는 당신을 그리워했습니다
1,@vlb4ever  Crazy girl!!! ,@vlb4ever  Crazy girl!!! ,Crazy girl,미친 소녀
0,So sad that i lost my engagement ring ,So sad that i lost my engagement ring ,So sad that i lost my engagement ring,약혼 반지를 잃어서 너무 슬프다
1,"work was fun, my feet from wearing heels tho -_-. work tomorrow@ dental office 12-4/5 .gnite world ","work was fun, my feet from wearing heels tho -_-. work tomorrow@ dental office 12-4/5 .gnite world ",work was fun my feet from wearing heels tho _ work tomorrow dental office 12 4 5 gnite world,일은 발 뒤꿈치를 입는 것에서 내 발이 재미 있었다.
0,@chase556 That does sound like a great surprise! I'm sorry I missed it. ,@chase556 That does sound like a great surprise! I'm sorry I missed it. ,That does sound like a great surprise I m sorry I missed it,그건 정말 놀라운 소리처럼 들립니다. 죄송합니다.
1,@Niro good morning to you too! ,@Niro good morning to you too! ,good morning to you too,당신도 좋은 아침입니다
0,my lips are dry ;; chapstick chapstick lookin for my chapsick  where is it??,my lips are dry ;; chapstick chapstick lookin for my chapsick  where is it??,my lips are dry chapstick chapstick lookin for my chapsick where is it,내 입술은 마른 chapstick chapstick입니다.
1,good morning Sunday!  I'm drinking green tea and working on some new illustrations/packaging orders ,good morning Sunday!  I'm drinking green tea and working on some new illustrations/packaging orders ,good morning Sunday I m drinking green tea and working on some new illustrations packaging orders,좋은 아침 일요일 나는 녹차를 마시고 새로운 삽화 포장 주문
0,@CincauHangus Thanks! *downs thirstily* But I'm still thirsty in real life ,@CincauHangus Thanks! *downs thirstily* But I'm still thirsty in real life ,Thanks downs thirstily But I m still thirsty in real life,말을 마르지 만 나는 여전히 실생활에서 목이 마르고 있습니다.
